ID,Source,Section,Line,SourceRole,SourceStatus,OriginalText
SRC-2196,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben / Evidenz- und Abnahmeübersicht v13,246,video-production-source,Not explicit,"| Ton | Brandung −6 dB zu v10, Audioausblendung; −18,9 LUFS / −4,5 dBTP | technisch geprüft; Hörabnahme offen |"
SRC-2197,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben / Evidenz- und Abnahmeübersicht v13,247,video-production-source,Not explicit,"| Privacy / Veröffentlichung | Kennzeichen- und DJI-Prüfungen offen; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2198,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v13 – weicher Ausklang und Küstenfarben / Evidenz- und Abnahmeübersicht v13,249,video-production-source,Not explicit,Abnahme: v13 war ein lokaler Prüfexport und wurde durch v14 als aktuelle Prüffassung ersetzt. Helmuts kreative Abnahme und Privacy-Kontrollen bleiben vor jeder öffentlichen Fassung nötig.
SRC-2199,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad",253,video-production-source,Not explicit,- Aktueller Export: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v14-mehr-Reise-weniger-Rad.mp4`; Renderrezept: `D:\work\_venventure\video-production\sardinia-2019\work\v14\render-v14.ps1`.
SRC-2200,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad",254,video-production-source,Not explicit,"- Neue Bildquelle ist der lokale 1920×1080-Master `E:\eigene_movies\sardinien\sardinien_master.mp4` (nur lesend verwendet), nicht ein YouTube-Download. Die im Auftrag anders dargestellten Unterstriche wurden anhand des vorhandenen Pfads aufgelöst."
SRC-2201,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad",255,video-production-source,Not explicit,"- Bildfolge: 0–2,2 s vorhandene Küsten-Eröffnung; 2,2–6,0 s Drohnenaufnahme aus Master 5:22–5:25,8 mit Sabine, Juli und türkiser Brandung (enthält den gewünschten Moment 5:24); 6,0–8,0 s Wellen aus 5:26–5:28; 8,0–10,9 s einzige verbleibende Radsequenz mit Sabine; 10,9–16,7 s Sabine und Juli auf dem Boot aus 11:18–11:23,8; 16,7–22,2 s Sonnenuntergang aus 6:13–6:16,65, behutsam auf 5,5 s gedehnt. Die wackelige Radpassage mit Helmut 10,9–20,0 s aus v13 ist vollständig ersetzt. Textkarten wurden an die Motive angepasst; der CTA liegt auf dem Sonnenuntergang."
SRC-2202,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad",256,video-production-source,Not explicit,"- Ton: Projektmusik und neu zur Küsten-/Bootsfolge erzeugte, sehr leise Naturtonspur. Kein Master- oder GoPro-Kameraton. Bootsteil ohne unpassendes Grillenzirpen, Brandungspegel weiterhin auf dem zurückgenommenen v13-Niveau; Bild und Ton blenden weich aus."
SRC-2203,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad",257,video-production-source,Not explicit,"- Technische Prüfung: 720×1280/30 fps, H.264; AAC Stereo/48 kHz; 22,2 s; vollständiger Decode fehlerfrei; −18,9 LUFS / −4,5 dBTP. Vollständiger 1-fps-Kontaktbogen und 2-fps-Kontaktbogen des Bootsabschnitts lokal visuell geprüft. Die dritte Person am Rand des Boots-Querformats liegt außerhalb des verwendeten Hochkantausschnitts. Hör- und kreative Abnahme durch Helmut offen."
SRC-2204,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad",258,video-production-source,Not explicit,"- Status: lokale Prüffassung, kein Upload und kein finaler Public Master. Für eine Veröffentlichung bleibt eine vollständige Privacy-Endkontrolle des gesamten Exports nötig; daher nicht `PRIVACY_APPROVED`. Die frühere Kennzeichenstelle der entfernten Radpassage ist in v14 nicht enthalten. Originaldatei und Resolve-Timeline unverändert."
SRC-2205,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad / Evidenz- und Abnahmeübersicht v14",262,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2206,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad / Evidenz- und Abnahmeübersicht v14",264,video-production-source,Not explicit,"| Quelle / Bildfolge | Master-Timestamps, sechs Szenen und beide Kontaktbögen dokumentiert | lokal visuell geprüft; Helmuts Abnahme offen |"
SRC-2207,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad / Evidenz- und Abnahmeübersicht v14",265,video-production-source,Not explicit,"| Format / Decode | 720×1280/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständiger FFmpeg-Decode | bestanden |"
SRC-2208,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad / Evidenz- und Abnahmeübersicht v14",266,video-production-source,Not explicit,"| Ton | neue szenenabhängige Naturtonspur, kein Kameraton; −18,9 LUFS / −4,5 dBTP | technisch geprüft; Hörabnahme offen |"
SRC-2209,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad / Evidenz- und Abnahmeübersicht v14",267,video-production-source,Open/Blocked (source wording),"| Privacy / Veröffentlichung | neuer Boot-Crop ohne angeschnittene fremde Person; vollständige Sichtung des finalen Exports noch offen | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2210,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v14 – mehr Reise, weniger Rad / Evidenz- und Abnahmeübersicht v14",269,video-production-source,Not explicit,Abnahme: v14 war ein lokaler Prüfexport und wurde durch v15 ersetzt. Helmuts Sicht-/Hörabnahme und die vollständige Privacy-Endkontrolle bleiben vor einem öffentlichen Master nötig.
SRC-2211,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe",273,video-production-source,Not explicit,- Aktueller Export: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v15-Wellen-und-Bootston.mp4`; Rezept: `D:\work\_venventure\video-production\sardinia-2019\work\v15\render-v15.ps1`.
SRC-2212,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe",274,video-production-source,Not explicit,- Ursache des sichtbaren Sprungs um 0:07: Im lokalen Master `E:\eigene_movies\sardinien\sardinien_master.mp4` ist die Wellensekunde 5:26–5:27 direkt ein zweites Mal als 5:27–5:28 eingefügt. Frame-Hashes der beiden Quellsekunden sind positionsgleich. v15 benutzt nur die erste Sekunde und verlängert ihre Vorwärtsbewegung per Bewegungsinterpolation auf den bestehenden 2-s-Platz. Kein rückwärts springender Loop mehr; die übrigen Szenen und Schnitte sind unverändert.
SRC-2213,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe",275,video-production-source,Not explicit,"- Boot ab 0:10,9: die zuvor generierten Vogelrufe bei 11,6, 13,35 und 15,1 s sind ausgeschlossen. Die leise Wasser-/Meeresatmosphäre wurde im Bootsabschnitt moderat angehoben; Musik, Wind, übrige Soundeffekte, Texte und Bildauswahl bleiben gleich. Naturtonrezept: `D:\work\_venventure\video-production\sardinia-2019\work\v07\synthesize_ambience.py --boat-no-birds`."
SRC-2214,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe",276,video-production-source,Not explicit,"- Lokale Prüfung: 720×1280/30 fps, H.264; AAC Stereo/48 kHz; 22,2 s; vollständiger Decode fehlerfrei; −18,9 LUFS / −4,5 dBTP. 4-fps-Kontaktbogen der Wellenstelle visuell geprüft. Subjektive Sicht-/Hörabnahme durch Helmut offen."
SRC-2215,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe",277,video-production-source,Not explicit,"- Status: lokale Prüffassung, Originale und Resolve-Timeline unverändert. Keine Veröffentlichung; vollständige Privacy-Endkontrolle weiterhin ausständig, daher nicht `PRIVACY_APPROVED`."
SRC-2216,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe / Evidenz- und Abnahmeübersicht v15",281,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2217,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe / Evidenz- und Abnahmeübersicht v15",283,video-production-source,Not explicit,| Wellenstelle | identische Quellsekunden per Frame-Hash nachgewiesen; v15 nutzt nur 5:26–5:27 und 4-fps-Kontaktbogen | lokal geprüft; Helmuts Bewegungsabnahme offen |
SRC-2218,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe / Evidenz- und Abnahmeübersicht v15",284,video-production-source,Not explicit,| Bootston | Generator schließt Boot-Vogelrufe aus und erhält leise Meeresatmosphäre | technisch geprüft; Hörabnahme offen |
SRC-2219,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe / Evidenz- und Abnahmeübersicht v15",285,video-production-source,Not explicit,"| Format / Decode | 720×1280/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständiger Decode; −18,9 LUFS / −4,5 dBTP | bestanden |"
SRC-2220,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe / Evidenz- und Abnahmeübersicht v15",286,video-production-source,Not explicit,"| Privacy / Veröffentlichung | Bildfolge gegenüber v14 unverändert; vollständige Endkontrolle offen | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2221,video-production/sardinia-2019/README.md,"Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v15 – Wellen ohne Rücksprung, Boot ohne Vogelrufe / Evidenz- und Abnahmeübersicht v15",288,video-production-source,Open/Blocked (source wording),Abnahme: v15 war ein lokaler Prüfexport und wurde durch v16 als aktuelle Prüffassung ersetzt. Sicht-/Hörprüfung und Privacy-Endkontrolle bleiben offen.
SRC-2222,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde,292,video-production-source,Not explicit,- Aktueller Export: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v16-zweite-Welle.mp4`; Renderrezept: `D:\work\_venventure\video-production\sardinia-2019\work\v16\render-v16.ps1`.
SRC-2223,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde,293,video-production-source,Not explicit,"- Änderung gegenüber v15: Der separate Wellenabschnitt wird aus Master 5:27–5:28 statt 5:26–5:27 erzeugt und auf zwei Sekunden gestreckt. Die beiden Master-Sekunden enthalten dieselben Bilder: Ein direkter SSIM-Vergleich der fertigen v15-/v16-Wellenabschnitte ergibt 1,000000. Korrektur nach Helmuts erneuter Sichtung: Im vorausgehenden Drohnen-Quellbereich war schon ab Master 5:25,1 ein erster Wellenanschnitt enthalten. Die Aussage, v16 zeige insgesamt nur einen Wellenclip, war deshalb falsch; v17 behebt dies."
SRC-2224,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde,294,video-production-source,Not explicit,"- Ton (einschließlich Boot ohne Vogelrufe), übrige Bilder, Bildausschnitte und Texte bleiben unverändert. 720×1280/30 fps, H.264, AAC Stereo/48 kHz, 22,2 s; vollständiger Decode fehlerfrei."
SRC-2225,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde,295,video-production-source,Not explicit,"- Status: lokaler Prüfexport, keine Änderung an Originalen oder Resolve-Timeline, nicht veröffentlicht und nicht `PRIVACY_APPROVED`. Helmuts Abnahme und vollständige Privacy-Endkontrolle offen."
SRC-2226,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde / Evidenz- und Abnahmeübersicht v16,299,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2227,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde / Evidenz- und Abnahmeübersicht v16,301,video-production-source,Not explicit,"| Gewünschte Quellsekunde | Renderrezept nutzt nur Master 5:27–5:28; fertiger Wellenabschnitt SSIM 1,000000 vs. v15 | Quellwahl umgesetzt; visuell identisch |"
SRC-2228,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde / Evidenz- und Abnahmeübersicht v16,302,video-production-source,Not explicit,"| Format / Decode | 720×1280/30 fps, AAC Stereo/48 kHz, 22,2 s; vollständiger Decode | bestanden |"
SRC-2229,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde / Evidenz- und Abnahmeübersicht v16,303,video-production-source,Not explicit,| Ton / übrige Inhalte | v15-Naturtonspur und Musik unverändert; übrige Schnitte/Karten unverändert | technisch übernommen; Hörabnahme offen |
SRC-2230,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde / Evidenz- und Abnahmeübersicht v16,304,video-production-source,Not explicit,"| Privacy / Veröffentlichung | vollständige Endkontrolle offen; kein Upload | nicht `PRIVACY_APPROVED`, nicht veröffentlicht |"
SRC-2231,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v16 – ausschließlich zweite Wellensekunde / Evidenz- und Abnahmeübersicht v16,306,video-production-source,Not explicit,Abnahme: v16 war ein lokaler Prüfexport mit weiter sichtbarem Wellenwechsel; v17 ist die aktuelle Prüffassung. Der in v16 übersehene erste Wellenanschnitt ist dort entfernt.
SRC-2232,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip,310,video-production-source,Not explicit,- Aktueller Export: `D:\work\_venventure\video-production\sardinia-2019\exports\Sardinien-2019-YouTube-Short-v17-nur-eine-Welle.mp4`; Renderrezept: `D:\work\_venventure\video-production\sardinia-2019\work\v17\render-v17.ps1`.
SRC-2233,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip,311,video-production-source,Not explicit,"- Ursache des trotz v16 sichtbaren Sprungs: Der vermeintliche Drohnenabschnitt Master 5:22–5:25,8 enthält ab 5:25,1 bereits einen ersten Wellenclip. Die echte Drohnenaufnahme reicht nur von ca. 5:22,167 bis 5:25,1. v17 schneidet sie vor dieser internen Bildgrenze ab und dehnt ausschließlich diese vorhandene Drohnenbewegung auf den unveränderten Platz 0:02,2–0:06,0. Danach folgt nur der gewünschte zweite Wellenclip aus Master 5:27–5:28, vorwärts auf 0:06–0:08 gedehnt. Der 4-fps-Kontaktbogen der fertigen Grenze zeigt keinen ersten Wellenanschnitt mehr."
SRC-2234,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip,312,video-production-source,Not explicit,"- Alle übrigen Bildabschnitte, Texte und Tonmischung bleiben wie v16. Der kopierte AAC-Audiostream von v16 und v17 hat denselben MD5-Hash `64dd68eae01fad31f13a40585ce377eb`."
SRC-2235,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip,313,video-production-source,Not explicit,"- Technische Prüfung: 720×1280/30 fps, H.264, AAC Stereo/48 kHz, 22,2 s; vollständiger Decode fehlerfrei. Subjektive Sichtabnahme durch Helmut offen."
SRC-2236,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip,314,video-production-source,Not explicit,"- Status: lokale Prüffassung, keine Original- oder Resolve-Änderung, nicht veröffentlicht und nicht `PRIVACY_APPROVED`. Vollständige Privacy-Endkontrolle vor Veröffentlichung weiterhin offen."
SRC-2237,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip / Evidenz- und Abnahmeübersicht v17,318,video-production-source,Not explicit,| Prüfaspekt | Nachweis | Status |
SRC-2238,video-production/sardinia-2019/README.md,Sardinien 2019 / Lokaler Hochkant-Prüfschnitt v17 – nur der gewünschte Wellenclip / Evidenz- und Abnahmeübersicht v17,320,video-production-source,Not explicit,"| Bildgrenze/Welle | Master-interne Grenze bei ca. 5:25,1 erkannt; Drohnen-Trim endet davor; 4-fps-Kontaktbogen 0:05,5–0:08,2 | lokal visuell geprüft; Helmuts Abnahme offen |"
