AtomicID,SourceID,Source,Line,Clause,OriginalFullTextRef,PlanningMapping,PlanningCoverage,ImplementationStatus,ImplementationNote,AtomicityReview,ReviewClassification,RequirementID,SuccessorIDs,RequirementText,ConcreteTarget,SemanticResult,ReviewReason,OpenQuestion,ReviewedSourceSHA256,ReviewPackage,BlockCoverageCheck
SRC-1042.a,SRC-1042,docs/vanventure-cockpit-mvp.md,200,"- Kein YouTube-Sync beginnt ohne eine explizite, gültige Kanalverbindung.",traceability-matrix.csv#SRC-1042,ST-INS-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1042.a,,"- Kein YouTube-Sync beginnt ohne eine explizite, gültige Kanalverbindung.",ST-INS-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,"No YouTube synchronization starts unless an explicit valid channel connection exists; verify missing, invalid and valid connection states. Linked verification task: TASK-COVR1-028-04 (task row shares SourceID).",,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1043.a,SRC-1043,docs/vanventure-cockpit-mvp.md,201,- Der automatische Job läuft im selben Container erst nach erfolgreicher Sichtprüfung der ersten manuellen Synchronisierung.,traceability-matrix.csv#SRC-1043,ST-INS-01,Covered,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original block text checked against current source and inventory. Compound conditions remain a possible planning-quality finding; no full product audit claimed.,Reviewed requirement / evidence condition,SRC-1043.a,,- Der automatische Job läuft im selben Container erst nach erfolgreicher Sichtprüfung der ersten manuellen Synchronisierung.,ST-INS-01#Acceptance-Criteria,Source reread; requirement expressed as a testable target acceptance criterion and linked verification task. Implementation remains unverified.,The scheduled job runs in the same container only after the first manual synchronization has succeeded and passed visual inspection. Linked verification task: TASK-COVR1-028-06 (task row shares SourceID).,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Current original source reread and inventory text matched; Candidate → Story AC → Task trace checked.
SRC-1044.a,SRC-1044,docs/vanventure-cockpit-mvp.md,203,- Vor jedem produktiven Rollout wird ein Datenbankdump erstellt und die Gesundheitsprüfung `/healthz` kontrolliert.,traceability-matrix.csv#SRC-1044,ST-OPS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Two independently checkable clauses separated into source-derived successors; full parent wording retained.,Compound original candidate / decomposed into successors,SRC-1044.a,"SRC-1044.a1,SRC-1044.a2",- Vor jedem produktiven Rollout wird ein Datenbankdump erstellt und die Gesundheitsprüfung `/healthz` kontrolliert.,ST-OPS-01#Acceptance-Criteria,Original text remains intact in parent; successors retain the two distinct source checks.,Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-1052.a,SRC-1052,docs/vanventure-cockpit-mvp.md,217,"Nach jeder Phase bleibt das System in einem nutzbaren Zustand. Die nächste Phase beginnt erst nach Sichtprüfung des Ergebnisses; ein Rückbau ist nicht erforderlich, weil jede Datenbankerweiterung separat und rückwärtskompatibel angelegt wird.",traceability-matrix.csv#SRC-1052,ST-OPS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Original candidate preserves the exact source block; independently worded sentence/semicolon successors separate the source obligations. Semantic target/AC completeness remains under preflight.,Compound original candidate / decomposed into successors,SRC-1052.a,"SRC-1052.a1,SRC-1052.a2","Nach jeder Phase bleibt das System in einem nutzbaren Zustand. Die nächste Phase beginnt erst nach Sichtprüfung des Ergebnisses; ein Rückbau ist nicht erforderlich, weil jede Datenbankerweiterung separat und rückwärtskompatibel angelegt wird.",ST-OPS-01#Acceptance-Criteria,"Full original wording retained in parent; successor text contains only exact source clauses, with no added requirements.",Targeted recovery from PKG-035 omission; current source and inventory text compared directly. No later-plan wording was inserted into the original candidate.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original block and target IDs checked; planning only; implementation and live state not audited.
SRC-0979.a1,SRC-0979,docs/seo.md,40,Ein Spitzenplatz kann nicht zugesichert werden.,traceability-matrix.csv#SRC-0979,ST-SEO-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-0979.a1,,Ein Spitzenplatz kann nicht zugesichert werden.,ST-SEO-01#Acceptance-Criteria,Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-0979.a; wording is a sentence/semicolon slice of the exact original source block.,,018b6e6fec5cb80372ee0a285e90799c19dbe2f33d36ce6beca7650ae709bec8,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-0979.a2,SRC-0979,docs/seo.md,40,Google beschreibt sowohl die Grundlagen als auch die mögliche Verzögerung von Wochen bis Monaten: https://developers.google.com/search/docs/fundamentals/seo-starter-guide.,traceability-matrix.csv#SRC-0979,ST-SEO-01,Context,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Supporting evidence / citation,SRC-0979.a2,,Google beschreibt sowohl die Grundlagen als auch die mögliche Verzögerung von Wochen bis Monaten: https://developers.google.com/search/docs/fundamentals/seo-starter-guide.,ST-SEO-01#Acceptance-Criteria,Supporting citation retained; it is not an independent product or SEO requirement.,"The second sentence cites Google guidance as evidence for the no-guarantee limit; it is preserved as context, not a requirement.",,018b6e6fec5cb80372ee0a285e90799c19dbe2f33d36ce6beca7650ae709bec8,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-0999.a1,SRC-0999,docs/vanventure-cockpit-mvp.md,12,"Der Benutzer hat den automatischen Abruf freigegeben, sofern keine Google-Cloud- Kosten entstehen.",traceability-matrix.csv#SRC-0999,ST-INS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-0999.a1,,"Der Benutzer hat den automatischen Abruf freigegeben, sofern keine Google-Cloud- Kosten entstehen.",ST-INS-01#Acceptance-Criteria,Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-0999.a; wording is a sentence/semicolon slice of the exact original source block.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-0999.a2,SRC-0999,docs/vanventure-cockpit-mvp.md,12,Das Projekt bleibt deshalb ohne Rechnungskonto; der angebotene kostenlose Google-Cloud-Test wurde nicht aktiviert.,traceability-matrix.csv#SRC-0999,ST-INS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-0999.a2,,Das Projekt bleibt deshalb ohne Rechnungskonto; der angebotene kostenlose Google-Cloud-Test wurde nicht aktiviert.,ST-INS-01#Acceptance-Criteria,Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-0999.a; wording is a sentence/semicolon slice of the exact original source block.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-0999.a3,SRC-0999,docs/vanventure-cockpit-mvp.md,12,Es werden ausschließlich die kostenlosen Nutzungskontingente der YouTube-Schnittstellen verwendet.,traceability-matrix.csv#SRC-0999,ST-INS-01,Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-0999.a3,,Es werden ausschließlich die kostenlosen Nutzungskontingente der YouTube-Schnittstellen verwendet.,ST-INS-01#Acceptance-Criteria,Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-0999.a; wording is a sentence/semicolon slice of the exact original source block.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-1014.a1,SRC-1014,docs/vanventure-cockpit-mvp.md,63,Der Dienst aktualisiert Daten täglich (oder im Cockpit administrativ gewähltem Rhythmus).,traceability-matrix.csv#SRC-1014,"ST-INS-01,ST-AUTH-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-1014.a1,,Der Dienst aktualisiert Daten täglich (oder im Cockpit administrativ gewähltem Rhythmus).,"ST-INS-01#Acceptance-Criteria,ST-AUTH-01#Acceptance-Criteria",Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-1014.a; wording is a sentence/semicolon slice of the exact original source block.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-1014.a2,SRC-1014,docs/vanventure-cockpit-mvp.md,63,Der am 22.,traceability-matrix.csv#SRC-1014,"ST-INS-01,ST-AUTH-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-1014.a2,,Der am 22.,"ST-INS-01#Acceptance-Criteria,ST-AUTH-01#Acceptance-Criteria",Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-1014.a; wording is a sentence/semicolon slice of the exact original source block.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
SRC-1014.a3,SRC-1014,docs/vanventure-cockpit-mvp.md,63,"September 2026 live geprüfte, authentifizierte Download „Channel Audit exportieren“ liefert Schema V2 mit Kanal-, Video-, vorhandenen Analytics-, Snapshot-, Content-Zuordnungs- und Datenqualitätsdaten;",traceability-matrix.csv#SRC-1014,"ST-INS-01,ST-AUTH-01",Split,Unverified / unknown,"Planning-only recovery; code, current live state, and implementation were not verified.",Successor clause copied from exact original candidate text; no paraphrased requirement added.,Reviewed requirement / evidence condition,SRC-1014.a3,,"September 2026 live geprüfte, authentifizierte Download „Channel Audit exportieren“ liefert Schema V2 mit Kanal-, Video-, vorhandenen Analytics-, Snapshot-, Content-Zuordnungs- und Datenqualitätsdaten;","ST-INS-01#Acceptance-Criteria,ST-AUTH-01#Acceptance-Criteria",Source-derived atomic successor; target coverage remains as separately recorded.,Recovery decomposition of SRC-1014.a; wording is a sentence/semicolon slice of the exact original source block.,,676b56e1f789ca58eea27c0cb463ecd93b420f4476369af12463fc9403e05a71,RECOVERY-R4-SOURCE-CANDIDATES-2026-09-26,Original full block retained at parent; successor is a direct text slice; planning-only.
